what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564283676
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1425564285579
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1425564293801
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1425564293801
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564299448
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564306250
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1425564306266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564320775
started,bundle,org.eclipse.m2e.jdt,1.3.1.20130219-1424,"org.eclipse.m2e.jdt",1425564330026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564347125
started,bundle,org.codehaus.groovy.eclipse.core,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.core",1425564349480
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1425564349590
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1425564349714
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1425564349808
started,bundle,org.codehaus.groovy.eclipse.ui,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.ui",1425564349855
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564352569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564355502
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564355674
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1425564359949
started,bundle,org.eclipse.wst.jsdt.core,1.1.5.v201112201653,"org.eclipse.wst.jsdt.core",1425564360214
started,bundle,org.eclipse.wst.jsdt.ui,1.1.5.v201112201653,"org.eclipse.wst.jsdt.ui",1425564360417
started,bundle,org.codehaus.groovy.eclipse.refactoring,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.refactoring",1425564360947
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564361353
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1425564361415
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1425564361415
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1425564361883
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564373053
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564379294
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564386548
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1425564396330
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564397609
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1425564399232
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1425564399403
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1425564399419
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1425564412118
started,bundle,org.codehaus.groovy.eclipse.quickfix,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.quickfix",1425564412180
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1425564424724
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1425564431338
started,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.codeassist.completion",1425564431369
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564436939
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564439498
started,bundle,org.eclipse.m2e.launching,1.3.1.20130219-1424,"org.eclipse.m2e.launching",1425564440293
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1425564445254
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1425564449077
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1425564453211
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1425564453242
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425564481745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425565063423
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1425565065067
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1425565065743
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1425565065743
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1425565065743
stopped,bundle,org.eclipse.compare.win32,1.0.101.R36x_v20101103-0618,"org.eclipse.compare.win32",1425565065743
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1425565065746
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1425565065746
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1425565065753
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,16.0.0.v201112072138-234950,"overlay.com.android.ide.eclipse.adt.overlay",1425565065753
stopped,bundle,com.mds.apg,1.2.6.201112201653,"com.mds.apg",1425565065753
stopped,bundle,com.android.ide.eclipse.adt,16.0.0.v201112072138-234950,"com.android.ide.eclipse.adt",1425565065754
stopped,bundle,org.codehaus.groovy.eclipse.astviews,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.astviews",1425565065754
stopped,bundle,org.codehaus.groovy.eclipse.quickfix,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.quickfix",1425565065755
stopped,bundle,org.codehaus.groovy.eclipse.dsl,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.dsl",1425565065755
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.codeassist.completion",1425565065755
stopped,bundle,org.codehaus.groovy.eclipse.ui,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.ui",1425565065755
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1425565065755
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1425565065755
stopped,bundle,org.eclipse.m2e.launching,1.3.1.20130219-1424,"org.eclipse.m2e.launching",1425565065755
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1425565065759
stopped,bundle,com.android.ide.eclipse.traceview,16.0.0.v201112072138-234950,"com.android.ide.eclipse.traceview",1425565065759
stopped,bundle,org.codehaus.groovy.eclipse.refactoring,2.7.0.xx-20120306-1100-e36-RELEASE,"org.codehaus.groovy.eclipse.refactoring",1425565065760
stopped,bundle,org.eclipse.m2e.jdt,1.3.1.20130219-1424,"org.eclipse.m2e.jdt",1425565065760
stopped,bundle,org.eclipse.m2e.refactoring,1.3.1.20130219-1424,"org.eclipse.m2e.refactoring",1425565065760
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1425565065770
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1425565065770
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.304.v201101251958,"org.eclipse.wst.xsd.ui",1425565065770
stopped,bundle,org.eclipse.m2e.editor,1.3.1.20130219-1424,"org.eclipse.m2e.editor",1425565065770
stopped,bundle,org.eclipse.m2e.editor.xml,1.3.1.20130219-1424,"org.eclipse.m2e.editor.xml",1425565065770
stopped,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1425565065770
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1425565065770
stopped,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1425565065770
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.4.v201103310001,"org.eclipse.wst.jsdt.debug.ui",1425565065770
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.300.v201004150600,"org.eclipse.wst.jsdt.support.firefox",1425565065771
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.5.v201112201653,"org.eclipse.wst.jsdt.ui",1425565065779
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1425565065779
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1425565065779
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1425565065779
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1425565065780
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1425565065780
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1425565065780
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1425565065781
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1425565065781
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1425565065781
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.help.ui",1425565065781
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1425565065781
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1425565065781
stopped,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1425565065781
stopped,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1425565065781
stopped,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1425565065781
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1425565065782
stopped,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1425565065813
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.3.0.v20100608-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1425565065813
stopped,bundle,com.android.ide.eclipse.hierarchyviewer,16.0.0.v201112072138-234950,"com.android.ide.eclipse.hierarchyviewer",1425565065813
stopped,bundle,com.android.ide.eclipse.ddms,16.0.0.v201112072138-234950,"com.android.ide.eclipse.ddms",1425565065815
stopped,bundle,org.eclipse.m2e.logback.configuration,1.3.1.20130219-1424,"org.eclipse.m2e.logback.configuration",1425565065815
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1425565065816
stopped,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1425565065816
stopped,bundle,org.eclipse.help.webapp,3.5.3.r36_20101130,"org.eclipse.help.webapp",1425565065816
stopped,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1425565065816
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1425565065818
stopped,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1425565065819
stopped,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1425565065819
stopped,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1425565065819
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20100503,"org.eclipse.equinox.http.jetty",1425565065825
stopped,bundle,org.eclipse.m2e.discovery,1.3.1.20130219-1424,"org.eclipse.m2e.discovery",1425565065825
stopped,bundle,org.eclipse.m2e.core.ui,1.3.1.20130219-1424,"org.eclipse.m2e.core.ui",1425565065826
stopped,bundle,org.eclipse.m2e.core,1.3.1.20130219-1424,"org.eclipse.m2e.core",1425565065850
stopped,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1425565065850
stopped,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1425565065850
stopped,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1425565065850
stopped,bundle,org.eclipse.wst.common.snippets,1.2.2.v201101130441,"org.eclipse.wst.common.snippets",1425565065850
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1425565065850
stopped,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1425565065850
